accusedmasterid,accusedname,case_count,gang_member,account_count,total_transaction_volume,call_count,violent_ratio,risk_score,anomaly
21539,Damyanti Shroff,1,0,0,0.0,0,1.0,29.05812705774378,1
21540,Hemani Panchal,1,0,1,10258318.28,4,0.0,78.73244942600324,-1
21541,Fiyaz Desai,1,0,2,3876010.59,1,1.0,62.579430452377956,-1
21542,Ganga Manne,1,0,0,0.0,1,1.0,21.477503289656326,1
21543,Jagrati Varma,1,0,0,0.0,1,1.0,21.477503289656326,1
21544,Pushti Bobal,1,0,0,0.0,0,1.0,29.05812705774378,1
21545,Onveer Lata,1,0,0,0.0,4,1.0,67.39595197567924,-1
21546,Ubika Mammen,1,0,0,0.0,0,0.0,5.259405546252918,1
21547,Kamala Palan,1,0,3,3633128.85,0,0.0,48.69847674052655,1
21548,Aachal Bajwa,1,0,0,0.0,0,0.0,5.259405546252918,1
21549,Samaksh Raj,1,0,0,0.0,2,0.0,7.000792908036693,1
21550,Siya Jayaraman,1,0,0,0.0,2,0.0,7.000792908036693,1
21551,Lipika Barad,1,0,0,0.0,4,0.0,48.107155657708,1
21552,Yachana Sarma,1,0,2,2248201.67,1,1.0,60.949968469759455,-1
21553,Fitan Grewal,1,0,0,0.0,0,1.0,29.05812705774378,1
21554,Isha Taneja,1,0,0,0.0,2,0.0,7.000792908036693,1
21555,Kashish Manne,1,0,2,2874628.18,1,0.0,36.30162154197431,1
21556,Anita Goda,1,0,0,0.0,2,0.0,7.000792908036693,1
21557,Shivani Gade,1,0,2,12787110.48,2,0.0,63.155932316051874,-1
21558,Christopher Patel,1,0,0,0.0,2,0.0,7.000792908036693,1
21559,Hiral Ghosh,1,0,3,3184745.08,2,0.0,51.85021298254703,1
21560,Advika Raghavan,1,0,3,1375310.17,1,0.0,49.0901217882666,1
21561,Charan Kata,1,0,0,0.0,0,0.0,5.259405546252918,1
21562,Krishna Comar,1,0,1,3187817.84,1,0.0,42.557862779636125,1
21563,Udant Bahl,1,0,3,1353184.34,0,0.0,55.762119389197764,-1
21564,Ishanvi Sagar,1,0,0,0.0,0,0.0,5.259405546252918,1
21565,Azaan Pandit,1,0,0,0.0,1,0.0,0.0,1
21566,Bishakha Mani,1,0,3,7179382.27,1,0.0,46.73465180518782,1
21567,Kavya Parmar,1,0,0,0.0,0,0.0,5.259405546252918,1
21568,Tamanna Jaggi,1,0,1,1318481.07,0,0.0,42.44022836088072,1
21569,Chameli Magar,1,0,0,0.0,1,0.0,0.0,1
21570,Janani Deo,1,0,0,0.0,0,0.0,5.259405546252918,1
21571,Bina Thaman,1,0,0,0.0,2,0.0,7.000792908036693,1
21572,Yamini Balay,1,0,0,0.0,0,0.0,5.259405546252918,1
21573,Chaman Andra,1,0,0,0.0,1,1.0,21.477503289656326,1
21574,Mitali Vora,1,0,0,0.0,1,1.0,21.477503289656326,1
21575,Veer Vora,1,0,0,0.0,1,1.0,21.477503289656326,1
21576,Ishani Gokhale,1,0,0,0.0,1,1.0,21.477503289656326,1
21577,Vivaan Rajan,1,0,0,0.0,1,0.0,0.0,1
21578,Vedhika Naik,1,0,0,0.0,1,0.0,0.0,1
21579,Azaan Chanda,1,0,0,0.0,2,0.0,7.000792908036693,1
21580,Ijaya Savant,1,0,1,1291929.77,1,0.0,34.804158788658505,1
21581,Anamika Keer,1,0,0,0.0,2,0.0,7.000792908036693,1
21582,Upadhriti Bajaj,1,0,2,7878956.71,1,0.0,48.40182042688734,1
21583,Kritika Lalla,1,0,0,0.0,2,0.0,7.000792908036693,1
21584,Nathaniel Dave,1,0,3,7944464.3,0,0.0,54.50385164521825,-1
21585,Jason Shetty,1,0,0,0.0,0,0.0,5.259405546252918,1
21586,Nitara Lanka,1,0,3,4129083.05,0,0.0,48.059191241965486,1
21587,Nirja Tella,1,0,0,0.0,2,0.0,7.000792908036693,1
21588,Dominic Ahluwalia,1,0,0,0.0,1,1.0,21.477503289656326,1
21589,Simon Nagi,1,0,0,0.0,1,1.0,21.477503289656326,1
21590,Januja Verma,1,0,1,901028.26,1,1.0,56.11385776287526,-1
21591,Ubika Dasgupta,1,0,0,0.0,2,0.0,7.000792908036693,1
21592,Atharv Rout,1,0,0,0.0,1,0.0,0.0,1
21593,Vedika Majumdar,1,0,0,0.0,1,0.0,0.0,1
21594,Jatin Dugar,1,0,0,0.0,3,0.0,20.407339944972712,1
21595,Ijaya Dua,1,0,0,0.0,0,0.0,5.259405546252918,1
21596,Charles Grewal,1,0,0,0.0,0,0.0,5.259405546252918,1
21597,Mitesh Karnik,1,0,0,0.0,1,0.0,0.0,1
21598,Anamika Bhakta,1,0,1,2126504.7,0,0.0,43.5684827770147,1
21599,Brinda Aggarwal,1,0,3,4167237.14,0,0.0,48.1144607130852,1
21600,Chaman Gade,1,0,0,0.0,1,0.0,0.0,1
21601,Jeevika Pingle,1,0,0,0.0,0,0.0,5.259405546252918,1
21602,Xiti Suri,1,0,2,3438884.31,1,0.0,35.888410220940244,1
21603,Manbir Dubey,1,0,0,0.0,0,0.0,5.259405546252918,1
21604,Pavani Lala,1,0,0,0.0,2,0.0,7.000792908036693,1
21605,Amaira Date,1,0,0,0.0,1,0.0,0.0,1
21606,Balvan Virk,1,0,0,0.0,1,0.0,0.0,1
21607,Varenya Seth,1,0,0,0.0,0,0.0,5.259405546252918,1
21608,Ria Loyal,1,0,0,0.0,0,0.0,5.259405546252918,1
21609,Waida Subramaniam,1,0,0,0.0,1,0.0,0.0,1
21610,Ekapad Narang,1,0,0,0.0,2,1.0,32.74227984684854,1
21611,Lekha Pillay,1,0,0,0.0,1,1.0,21.477503289656326,1
21612,Upasna Thaker,1,0,0,0.0,1,1.0,21.477503289656326,1
21613,Neelima Karnik,1,0,0,0.0,1,1.0,21.477503289656326,1
21614,Kamya Balakrishnan,1,0,0,0.0,2,0.0,7.000792908036693,1
21615,Omya Prasad,1,0,0,0.0,1,0.0,0.0,1
21616,Charita Ganguly,1,0,2,6064389.36,2,0.0,46.31058233083194,1
21617,Bhavika Nayar,1,0,0,0.0,0,0.0,5.259405546252918,1
21618,Yasti D’Alia,1,0,3,7965947.86,0,0.0,54.50385164521825,-1
21619,Chandani Lalla,1,0,0,0.0,1,0.0,0.0,1
21620,Abdul Trivedi,1,0,0,0.0,1,0.0,0.0,1
21621,Amara Bhagat,1,0,0,0.0,5,0.0,63.81800661751681,-1
21622,Osha Behl,1,0,0,0.0,2,1.0,32.74227984684854,1
21623,Kritika Rana,1,0,0,0.0,1,1.0,21.477503289656326,1
21624,Vinaya Zachariah,1,0,0,0.0,3,1.0,52.82180552593389,1
21625,Riya Murty,1,0,0,0.0,1,1.0,21.477503289656326,1
21626,Aayush Konda,1,0,0,0.0,1,1.0,21.477503289656326,1
21627,Saanvi Dewan,1,0,0,0.0,1,1.0,21.477503289656326,1
21628,Aarnav Vasa,1,0,0,0.0,0,1.0,29.05812705774378,1
21629,Thomas Bhakta,1,0,2,5088356.01,0,0.0,46.2802213337763,1
21630,Ishani Kamdar,1,0,1,2372325.74,1,0.0,38.477971608800324,1
21631,Max Sule,1,0,0,0.0,2,0.0,7.000792908036693,1
21632,Sanaya Sami,1,0,0,0.0,0,0.0,5.259405546252918,1
21633,Jagvi Kibe,1,0,0,0.0,1,0.0,0.0,1
21634,Luke Chawla,1,0,0,0.0,1,0.0,0.0,1
21635,Edhitha Wali,1,0,0,0.0,1,0.0,0.0,1
21636,Lipika Upadhyay,1,0,0,0.0,0,0.0,5.259405546252918,1
21637,Wridesh Saran,1,0,0,0.0,2,0.0,7.000792908036693,1
21638,Chandran Shankar,1,0,0,0.0,0,0.0,5.259405546252918,1
21639,Yatan Dugar,1,0,2,2199058.0,1,0.0,36.967756684186895,1
21640,Dayamai Iyengar,1,0,0,0.0,0,0.0,5.259405546252918,1
21641,Jhalak Dara,1,0,0,0.0,0,1.0,29.05812705774378,1
21642,Gopal Banik,1,0,0,0.0,0,1.0,29.05812705774378,1
21643,Omkaar Johal,1,0,3,8452626.32,0,1.0,77.70602975029865,-1
21644,Upma Mitra,1,0,0,0.0,3,0.0,20.407339944972712,1
21645,Nidra Kar,1,0,0,0.0,1,0.0,0.0,1
21646,Veer Parekh,1,0,0,0.0,1,0.0,0.0,1
21647,Aarna Kumar,1,0,0,0.0,0,0.0,5.259405546252918,1
21648,Indira Jaggi,1,0,0,0.0,1,0.0,0.0,1
21649,Tara Uppal,1,0,0,0.0,2,0.0,7.000792908036693,1
21650,Madhavi Kata,1,0,0,0.0,0,0.0,5.259405546252918,1
21651,Nitara Pillai,1,0,1,0.0,1,0.0,30.263092311856703,1
21652,Nidra Johal,1,0,0,0.0,1,0.0,0.0,1
21653,Anay Bains,1,0,0,0.0,2,0.0,7.000792908036693,1
21654,Sudiksha Sunder,1,0,0,0.0,1,0.0,0.0,1
21655,Waida Hora,1,0,0,0.0,3,0.0,20.407339944972712,1
21656,Kamya Samra,1,0,0,0.0,3,0.0,20.407339944972712,1
21657,Ansh Misra,1,0,0,0.0,1,0.0,0.0,1
21658,Azaan Bahl,1,0,0,0.0,3,0.0,20.407339944972712,1
21659,Jai Gola,1,0,0,0.0,1,0.0,0.0,1
21660,Harshil Dixit,1,0,3,3997235.06,1,0.0,41.379706153752274,1
21661,Chaitanya Ghose,1,0,0,0.0,1,0.0,0.0,1
21662,Bhavani Dhar,1,0,0,0.0,3,0.0,20.407339944972712,1
21663,Devika Prabhakar,1,0,0,0.0,1,0.0,0.0,1
21664,Robert Mannan,1,0,0,0.0,1,0.0,0.0,1
21665,Hamsini Kakar,1,0,0,0.0,0,0.0,5.259405546252918,1
21666,Bina Sandhu,1,0,0,0.0,0,0.0,5.259405546252918,1
21667,Upadhriti Subramaniam,1,0,3,10413303.05,0,0.0,63.63452374924888,-1
21668,Gunbir Hayer,1,0,0,0.0,0,0.0,5.259405546252918,1
21669,Oeshi Venkatesh,1,0,0,0.0,0,0.0,5.259405546252918,1
21670,Rajata Grewal,1,0,2,5687348.84,2,0.0,45.929642027764146,1
21671,Rehaan Raju,1,0,0,0.0,1,0.0,0.0,1
21672,Balhaar Golla,1,0,0,0.0,2,1.0,32.74227984684854,1
21673,Gopal Kara,1,0,0,0.0,0,1.0,29.05812705774378,1
21674,Omkaar Kar,1,0,3,5341185.66,3,1.0,78.17104625608528,-1
21675,Sai Mane,1,0,0,0.0,0,0.0,5.259405546252918,1
21676,Yutika Edwin,1,0,0,0.0,1,0.0,0.0,1
21677,Amaira Hora,1,0,0,0.0,3,0.0,20.407339944972712,1
21678,Sudiksha Kalla,1,0,0,0.0,1,0.0,0.0,1
21679,Garima Mitra,1,0,3,1545690.29,1,1.0,68.76547051064276,-1
21680,Anay Krishnamurthy,1,0,3,6484577.5,2,0.0,51.43548162379316,1
21681,Dayamai Butala,1,0,0,0.0,2,0.0,7.000792908036693,1
21682,Gautami Gole,1,0,0,0.0,0,0.0,5.259405546252918,1
21683,Naksh Rattan,1,0,0,0.0,0,0.0,5.259405546252918,1
21684,Niharika Mishra,1,0,0,0.0,0,0.0,5.259405546252918,1
21685,Dayita Gola,1,0,1,2104323.76,1,0.0,36.45014789706929,1
21686,Aachal Sule,1,0,1,1341765.5,0,0.0,42.605984929055175,1
21687,Janani Vaidya,1,0,0,0.0,0,0.0,5.259405546252918,1
21688,Ishanvi Balasubramanian,1,0,0,0.0,4,0.0,48.107155657708,1
21689,Isaac Aggarwal,1,0,0,0.0,1,0.0,0.0,1
21690,Sai Hayre,1,0,0,0.0,0,0.0,5.259405546252918,1
21691,Chavvi Bahri,1,0,3,29270071.16,2,0.0,82.6107267824388,-1
21692,Vivaan Kar,1,0,0,0.0,2,0.0,7.000792908036693,1
21693,Ridhi Merchant,1,0,0,0.0,1,0.0,0.0,1
21694,Zansi Prashad,1,0,0,0.0,3,0.0,20.407339944972712,1
21695,Varenya Brahmbhatt,1,0,1,1635273.38,0,0.0,42.26350048435205,1
21696,Mitesh Barad,1,0,0,0.0,0,0.0,5.259405546252918,1
21697,Kamya Wable,1,0,2,3278632.56,0,0.0,42.676501700452455,1
21698,Ojas Oza,1,0,0,0.0,1,0.0,0.0,1
21699,Omisha Devi,1,0,0,0.0,0,0.0,5.259405546252918,1
21700,Dayita Sane,1,0,0,0.0,1,0.0,0.0,1
21701,Chandran Memon,1,0,0,0.0,1,1.0,21.477503289656326,1
21702,Upasna Divan,1,0,0,0.0,3,1.0,52.82180552593389,1
21703,Nimrat Bajaj,1,0,0,0.0,2,1.0,32.74227984684854,1
21704,Deepa Grewal,1,0,2,6024780.18,3,1.0,75.51031655569946,-1
21705,Michael Agate,1,0,0,0.0,1,1.0,21.477503289656326,1
21706,Bhavini Thaker,1,0,0,0.0,1,0.0,0.0,1
21707,Brijesh Wagle,1,0,0,0.0,0,0.0,5.259405546252918,1
21708,Gaurangi Zachariah,1,0,0,0.0,1,0.0,0.0,1
21709,Gautami Nagar,1,0,0,0.0,1,0.0,0.0,1
21710,Leena Bajwa,1,0,1,4668542.25,3,1.0,74.95139644608592,-1
21711,Dalaja Bhatti,1,0,0,0.0,0,1.0,29.05812705774378,1
21712,Darika Dutta,1,0,0,0.0,1,0.0,0.0,1
21713,Zehaan Saxena,1,0,0,0.0,1,0.0,0.0,1
21714,Yahvi Talwar,1,0,0,0.0,3,1.0,52.82180552593389,1
21715,Charita Rau,1,0,0,0.0,2,1.0,32.74227984684854,1
21716,Dalaja Chaudhuri,1,0,0,0.0,0,1.0,29.05812705774378,1
21717,Ishani Nagarajan,1,0,0,0.0,2,1.0,32.74227984684854,1
21718,Nandini Sane,1,0,0,0.0,1,1.0,21.477503289656326,1
21719,Bhavya Salvi,1,0,0,0.0,1,0.0,0.0,1
21720,Yashodhara Mistry,1,0,0,0.0,3,0.0,20.407339944972712,1
21721,Dayita Kota,1,0,0,0.0,1,0.0,0.0,1
21722,Hemani Toor,1,0,0,0.0,3,0.0,20.407339944972712,1
21723,Advika Dash,1,0,0,0.0,1,0.0,0.0,1
21724,Isaac Kalita,1,0,0,0.0,1,0.0,0.0,1
21725,Bhavya Shah,1,0,0,0.0,1,0.0,0.0,1
21726,Aryan Kant,1,0,0,0.0,1,0.0,0.0,1
21727,Brinda Suresh,1,0,2,6607768.45,0,0.0,49.881169373979695,1
21728,Raagini Vaidya,1,0,0,0.0,1,0.0,0.0,1
21729,Ekanta Ramakrishnan,1,0,0,0.0,0,0.0,5.259405546252918,1
21730,Jagdish Sem,1,0,0,0.0,3,0.0,20.407339944972712,1
21731,Maanas Borra,1,0,1,4039175.69,0,0.0,52.07018953455304,1
21732,Krish Bora,1,0,2,8472077.7,2,0.0,51.72538122879115,1
21733,Varsha Prakash,1,0,0,0.0,2,0.0,7.000792908036693,1
21734,Pooja Saha,1,0,0,0.0,2,0.0,7.000792908036693,1
21735,Aadi Raman,1,0,0,0.0,1,0.0,0.0,1
21736,Omaja Tank,1,0,0,0.0,1,0.0,0.0,1
21737,Vanya Mani,1,0,0,0.0,2,0.0,7.000792908036693,1
21738,Widisha Minhas,1,0,3,4335876.76,0,0.0,48.32463120447606,1
21739,Aishani Kumar,1,0,0,0.0,0,0.0,5.259405546252918,1
21740,Yug D’Alia,1,0,0,0.0,3,0.0,20.407339944972712,1
21741,Tarak Shere,1,0,2,3961574.79,0,0.0,43.43228512490771,1
21742,Zayyan Chad,1,0,0,0.0,2,0.0,7.000792908036693,1
21743,Jagvi Agate,1,0,0,0.0,2,0.0,7.000792908036693,1
21744,Ekantika Munshi,1,0,1,1656388.3,0,0.0,42.29977647841249,1
21745,Ishwar Deo,1,0,0,0.0,0,0.0,5.259405546252918,1
21746,Chaaya Pandya,1,0,0,0.0,3,0.0,20.407339944972712,1
21747,Wishi Nayak,1,0,0,0.0,0,0.0,5.259405546252918,1
21748,Libni Hegde,1,0,0,0.0,0,0.0,5.259405546252918,1
21749,Aarna Dhaliwal,1,0,0,0.0,0,0.0,5.259405546252918,1
21750,Dayita Doshi,1,0,0,0.0,2,0.0,7.000792908036693,1
21751,Zarna Chauhan,1,0,0,0.0,1,1.0,21.477503289656326,1
21752,Ekani Varkey,1,0,0,0.0,4,1.0,67.39595197567924,-1
21753,Anay Dalal,1,0,0,0.0,1,1.0,21.477503289656326,1
21754,Ishanvi Suresh,1,0,0,0.0,0,0.0,5.259405546252918,1
21755,Varsha Mahajan,1,0,0,0.0,1,0.0,0.0,1
21756,Anya Boase,1,0,0,0.0,2,0.0,7.000792908036693,1
21757,Manya Lad,1,0,0,0.0,1,0.0,0.0,1
21758,Janaki Radhakrishnan,1,0,0,0.0,0,0.0,5.259405546252918,1
21759,Wahab Tak,1,0,2,3127005.72,3,0.0,56.22607214044269,-1
21760,Reva Choudhary,1,0,0,0.0,1,0.0,0.0,1
21761,Netra Sule,1,0,0,0.0,1,0.0,0.0,1
21762,Harsh Dar,1,0,2,3830115.6,0,0.0,43.06643459932138,1
21763,Jack Golla,1,0,0,0.0,0,0.0,5.259405546252918,1
21764,Charvi Shroff,1,0,0,0.0,2,0.0,7.000792908036693,1
21765,Vrishti Chadha,1,0,3,1836983.45,0,0.0,53.080731478551186,-1
21766,Zaitra Bedi,1,0,0,0.0,1,0.0,0.0,1
21767,Chanchal Som,1,0,0,0.0,3,0.0,20.407339944972712,1
21768,Tanay Morar,1,0,0,0.0,0,0.0,5.259405546252918,1
21769,Kashish Krish,1,0,0,0.0,0,0.0,5.259405546252918,1
21770,Frederick Wable,1,0,1,1246335.58,0,0.0,42.48187223789491,1
21771,Kamala Ray,1,0,0,0.0,2,0.0,7.000792908036693,1
21772,Reyansh Sami,1,0,0,0.0,0,0.0,5.259405546252918,1
21773,Vedhika Vasa,1,0,0,0.0,2,1.0,32.74227984684854,1
21774,Advaith Chahal,1,0,0,0.0,2,1.0,32.74227984684854,1
21775,Urvashi Kashyap,1,0,1,0.0,1,1.0,48.56336342647847,1
21776,Logan Sandhu,1,0,0,0.0,3,0.0,20.407339944972712,1
21777,Ira Chander,1,0,0,0.0,2,0.0,7.000792908036693,1
21778,Dayamai Bhakta,1,0,0,0.0,1,1.0,21.477503289656326,1
21779,Krishna Jayaraman,1,0,3,2384289.29,0,1.0,70.88131542672274,-1
21780,Yuvraj Agate,1,0,0,0.0,0,1.0,29.05812705774378,1
21781,Ucchal Sahni,1,0,2,4135413.04,1,1.0,62.59580919289864,-1
21782,Kritika Mammen,1,0,0,0.0,0,0.0,5.259405546252918,1
21783,Arjun Sem,1,0,0,0.0,1,0.0,0.0,1
21784,Isha Kalla,1,0,0,0.0,2,0.0,7.000792908036693,1
21785,Pooja Kumar,1,0,0,0.0,1,0.0,0.0,1
21786,Nilima Tripathi,1,0,0,0.0,0,0.0,5.259405546252918,1
21787,Naveen Khatri,1,0,0,0.0,0,0.0,5.259405546252918,1
21788,Triveni Amble,1,0,3,3224859.31,1,0.0,42.99861600914032,1
21789,Meera Chandra,1,0,0,0.0,0,0.0,5.259405546252918,1
21790,Megha Gulati,1,0,0,0.0,1,0.0,0.0,1
21791,Finn Palla,1,0,0,0.0,0,0.0,5.259405546252918,1
21792,Om Varughese,1,0,1,2156625.68,1,0.0,36.84222493728731,1
21793,Lila Bal,1,0,0,0.0,0,1.0,29.05812705774378,1
21794,Ijaya Tella,1,0,0,0.0,1,1.0,21.477503289656326,1
21795,Chatresh Kibe,1,0,0,0.0,0,1.0,29.05812705774378,1
21796,Caleb Kothari,1,0,3,6858767.32,1,1.0,71.47579987206187,-1
21797,Janani Parmer,1,0,0,0.0,0,1.0,29.05812705774378,1
21798,Krishna Oza,1,0,0,0.0,0,0.0,5.259405546252918,1
21799,Aradhana Krishna,1,0,0,0.0,4,0.0,48.107155657708,1
21800,Kashvi Bhat,1,0,0,0.0,0,0.0,5.259405546252918,1
21801,Tripti Mistry,1,0,0,0.0,2,0.0,7.000792908036693,1
21802,Viraj Nayar,1,0,0,0.0,1,0.0,0.0,1
21803,Atharv Sibal,1,0,0,0.0,0,0.0,5.259405546252918,1
21804,Qarin Gupta,1,0,0,0.0,0,0.0,5.259405546252918,1
21805,Imaran Bobal,1,0,0,0.0,0,0.0,5.259405546252918,1
21806,Janaki Goswami,1,0,0,0.0,0,0.0,5.259405546252918,1
21807,Naksh Bir,1,0,0,0.0,2,0.0,7.000792908036693,1
21808,Adweta Singhal,1,0,0,0.0,1,0.0,0.0,1
21809,Atharv Jain,1,0,0,0.0,2,0.0,7.000792908036693,1
21810,Mitali Sidhu,1,0,0,0.0,1,0.0,0.0,1
21811,Meera Balasubramanian,1,0,1,3042036.89,1,0.0,41.5057091701073,1
21812,Onkar Sura,1,0,1,1003673.59,1,0.0,34.75399022083724,1
21813,Anamika Kapur,1,0,0,0.0,0,0.0,5.259405546252918,1
21814,Harinakshi Oza,1,0,0,0.0,1,0.0,0.0,1
21815,Ekanta Shanker,1,0,0,0.0,1,0.0,0.0,1
21816,Oviya Warrior,1,0,0,0.0,0,0.0,5.259405546252918,1
21817,Jhalak Chaudhry,1,0,1,0.0,1,0.0,30.263092311856703,1
21818,Gaurangi Sahota,1,0,0,0.0,1,0.0,0.0,1
21819,Lipika Barad,1,0,0,0.0,4,0.0,48.107155657708,1
21820,Aarna Vyas,1,0,0,0.0,3,0.0,20.407339944972712,1
21821,Xavier Acharya,1,0,3,15948039.4,4,0.0,84.85722712820085,-1
21822,Anita Shroff,1,0,0,0.0,1,0.0,0.0,1
21823,Aarna Raju,1,0,0,0.0,3,0.0,20.407339944972712,1
21824,Omaja Guha,1,0,0,0.0,0,1.0,29.05812705774378,1
21825,Nitara Konda,1,0,0,0.0,0,0.0,5.259405546252918,1
21826,Dalaja Sarna,1,0,1,1956994.11,1,0.0,35.59474512581949,1
21827,Jagrati Chadha,1,0,0,0.0,3,0.0,20.407339944972712,1
21828,Janya Ganesh,1,0,0,0.0,0,0.0,5.259405546252918,1
21829,Onkar Kota,1,0,0,0.0,2,0.0,7.000792908036693,1
21830,Aachal Bedi,1,0,0,0.0,2,0.0,7.000792908036693,1
21831,Joshua Sekhon,1,0,0,0.0,1,0.0,0.0,1
21832,Fiyaz Parmar,1,0,0,0.0,0,0.0,5.259405546252918,1
21833,Megha Dhar,1,0,0,0.0,1,0.0,0.0,1
21834,Aachal Mann,1,0,0,0.0,0,0.0,5.259405546252918,1
21835,Varenya Jain,1,0,3,2231815.14,3,0.0,62.25251604658558,-1
21836,Yashawini Chaudry,1,0,0,0.0,1,0.0,0.0,1
21837,Yatan Nagar,1,0,0,0.0,1,1.0,21.477503289656326,1
21838,Isaiah Keer,1,0,1,885461.98,1,1.0,56.11385776287526,-1
21839,Harshil Chowdhury,1,0,0,0.0,2,1.0,32.74227984684854,1
21840,Yashoda Mital,1,0,0,0.0,0,0.0,5.259405546252918,1
21841,Harini Iyer,1,0,3,3423132.06,0,1.0,71.4946404069408,-1
21842,Rishi Kapur,1,0,0,0.0,2,1.0,32.74227984684854,1
21843,Waida Sangha,1,0,1,0.0,2,0.0,36.204853278335065,1
21844,Tarak Srinivas,1,0,0,0.0,2,0.0,7.000792908036693,1
21845,Inaya Babu,1,0,0,0.0,0,0.0,5.259405546252918,1
21846,Andrew Bhasin,1,0,0,0.0,0,0.0,5.259405546252918,1
21847,Upadhriti Kota,1,0,0,0.0,0,0.0,5.259405546252918,1
21848,Zinal Thakkar,1,0,0,0.0,2,0.0,7.000792908036693,1
21849,Pooja Banik,1,0,3,9614209.3,2,0.0,59.20965523804343,-1
21850,Suhani Dube,1,0,0,0.0,1,0.0,0.0,1
21851,Nirja Bawa,1,0,0,0.0,0,0.0,5.259405546252918,1
21852,Aishani Gara,1,0,0,0.0,4,0.0,48.107155657708,1
21853,Dipta Sridhar,1,0,1,2170868.6,0,0.0,43.98707034523663,1
21854,Shaurya Shankar,1,0,0,0.0,2,1.0,32.74227984684854,1
21855,Mohini Sura,1,0,0,0.0,2,1.0,32.74227984684854,1
21856,Vrinda Sharaf,1,0,3,6513793.45,0,1.0,74.0303635032366,-1
21857,Omaja Sunder,1,0,0,0.0,0,1.0,29.05812705774378,1
21858,Logan Thakur,1,0,0,0.0,3,0.0,20.407339944972712,1
21859,Azad Keer,1,0,3,16670408.4,3,0.0,80.03995837369948,-1
21860,Vanya Gill,1,0,3,2541066.09,0,1.0,70.82149963103673,-1
21861,Pavani Rout,1,0,0,0.0,0,1.0,29.05812705774378,1
21862,Kamya Garde,1,0,0,0.0,1,1.0,21.477503289656326,1
21863,Kala Zachariah,1,0,0,0.0,0,1.0,29.05812705774378,1
21864,Shravya Suri,1,0,3,8761505.95,1,1.0,76.16407197575332,-1
21865,Isha Bajaj,1,0,0,0.0,2,1.0,32.74227984684854,1
21866,Pratyush Chand,1,0,0,0.0,1,1.0,21.477503289656326,1
21867,Kritika Kothari,1,0,0,0.0,2,1.0,32.74227984684854,1
21868,Ishita Palla,1,0,0,0.0,5,1.0,74.0505879061095,-1
21869,Yachana Divan,1,0,1,2878744.29,0,0.0,48.52627461568339,1
21870,Amaira Wason,1,0,0,0.0,1,0.0,0.0,1
21871,Mekhala Pillay,1,0,0,0.0,1,0.0,0.0,1
21872,Kashish Palan,1,0,0,0.0,2,1.0,32.74227984684854,1
21873,Kritika Agrawal,1,0,0,0.0,3,1.0,52.82180552593389,1
21874,Vinaya Murthy,1,0,2,3564848.74,2,1.0,66.43655510118822,-1
21875,Viraj Bala,1,0,3,6328650.56,0,0.0,51.09801245943956,1
21876,Mekhala Wable,1,0,1,3534022.1,2,0.0,49.0258636091979,1
21877,Yachana Verma,1,0,2,2564510.27,0,0.0,41.7818665407994,1
21878,Ekta Balan,1,0,0,0.0,2,0.0,7.000792908036693,1
21879,Harsh Datta,1,0,3,8317205.89,0,0.0,56.300626685184604,-1
21880,Kamya Khurana,1,0,0,0.0,2,0.0,7.000792908036693,1
21881,Laksh Bhalla,1,0,1,486832.88,2,0.0,39.64619519191767,1
21882,Dipta Sridhar,1,0,1,2170868.6,0,0.0,43.98707034523663,1
21883,Daniel Vig,1,0,0,0.0,1,0.0,0.0,1
21884,Hiral Prabhakar,1,0,0,0.0,0,0.0,5.259405546252918,1
21885,Netra Mangat,1,0,3,8217554.97,1,0.0,50.40604158768913,1
21886,Indira Sangha,1,0,0,0.0,2,0.0,7.000792908036693,1
21887,Irya Srinivas,1,0,0,0.0,1,0.0,0.0,1
21888,Chandani Mane,1,0,0,0.0,2,0.0,7.000792908036693,1
21889,Ira Chander,1,0,0,0.0,2,1.0,32.74227984684854,1
21890,Lila Bhavsar,1,0,0,0.0,1,1.0,21.477503289656326,1
21891,Ekaja Thakkar,1,0,0,0.0,3,1.0,52.82180552593389,1
21892,Dalaja Bajaj,1,0,3,9597520.1,0,0.0,61.921430830663205,-1
21893,Hredhaan Dar,1,0,0,0.0,2,0.0,7.000792908036693,1
21894,Chatura Bala,1,0,0,0.0,1,0.0,0.0,1
21895,Yauvani Pathak,1,0,0,0.0,0,0.0,5.259405546252918,1
21896,Eiravati Soman,1,0,3,1480809.76,0,0.0,55.762119389197764,-1
21897,Jatin Rastogi,1,0,1,1858247.89,0,0.0,42.419854590216644,1
21898,Oviya Sami,1,0,0,0.0,2,0.0,7.000792908036693,1
21899,Bhavya Sen,1,0,2,5774562.34,1,1.0,65.75822609546954,-1
21900,Pushti Sethi,1,0,2,632999.74,0,1.0,64.94298141333344,-1
21901,Qushi Bhat,1,0,0,0.0,0,1.0,29.05812705774378,1
21902,Jagrati Bains,1,0,0,0.0,0,0.0,5.259405546252918,1
21903,Anika Manda,1,0,3,0.0,1,0.0,48.9562489003624,1
21904,Kala Ganesh,1,0,0,0.0,0,0.0,5.259405546252918,1
21905,Daksha Shroff,1,0,1,191319.89,0,0.0,40.161884346976805,1
21906,Patrick Walla,1,0,0,0.0,1,0.0,0.0,1
21907,Sathvik Aggarwal,1,0,0,0.0,4,0.0,48.107155657708,1
